,psu,hhld,sn,abs_sex,abs_age,abs_relhh,abs_edulvl,abs_rsn,abs_nummonth,abs_living,l10_1digit,l10_nsco
3460,1289,6,4,Male,18,Son/Daughter,SLC and equiv.,3,23,Kathmandu,0,0
3461,1289,6,5,Male,21,Son/Daughter,Class 12 and Intermediate,3,6,Australia,0,0
3462,1289,6,6,Female,19,Daughter-in-law,SLC and equiv.,5,6,Australia,J,9111
3463,1289,9,1,Male,25,Son/Daughter,SLC and equiv.,4,120,Kailali,F,5221
3464,1289,9,2,Female,18,Daughter-in-law,Class 8,5,80,Kailali,F,5223
3465,1289,9,3,Male,15,Son/Daughter,SLC and equiv.,3,36,Kathmandu,0,0
3466,1289,9,4,Male,10,Grand son/daughter,Class 3,3,36,Bardiya,0,0
3467,1289,9,5,Male,27,Son/Daughter,Class 12 and Intermediate,4,24,Singapore,F,5223
3468,1289,9,6,Female,20,Daughter-in-law,SLC and equiv.,3,24,Kathmandu,0,0
3469,1289,19,1,Male,45,Son/Daughter,SLC and equiv.,4,9,Kathmandu,H,7126
3470,1289,2,1,Male,43,Spouse,Class 6,1,12,Kathmandu,F,5161
3471,1289,2,2,Female,21,Son/Daughter,SLC and equiv.,3,24,Kathmandu,0,0
3472,1289,10,1,Female,36,Spouse,Class 10,1,48,India,F,5131
3473,1289,10,2,Female,11,Son/Daughter,Class 3,3,48,India,F,5131
3474,1289,10,3,Female,16,Son/Daughter,Class 9,3,48,India,F,5131
3475,1289,8,1,Male,41,Spouse,Class 4,1,36,Kathmandu,I,8322
3476,1289,14,1,Male,41,Spouse,Class 8,1,24,Saudi Arabia,F,5120
3477,1290,3,1,Male,20,Grand son/daughter,Class 6,1,17,Qatar,H,7114
3478,1290,3,2,Male,14,Grand son/daughter,Class 9,3,2,Kathmandu,9,9999
3479,1290,5,1,Male,21,Son/Daughter,Class 12 and Intermediate,1,24,"Korea, Republic of",I,8183
3480,1290,5,2,Female,19,Son/Daughter,Class 10,1,2,Kathmandu,H,7131
3481,1290,7,1,Male,28,Son/Daughter,Bachelor Level and equiv.,3,2,Kathmandu,C,2330
3482,1290,14,1,Male,13,Son/Daughter,Class 6,3,7,Kathmandu,9,9999
3483,1290,12,1,Male,38,Spouse,Class 2,1,9,Afghanistan,F,5242
3484,1290,12,2,Male,20,Son/Daughter,Class 9,1,1,Kathmandu,H,7319
3485,1290,20,1,Female,21,Son/Daughter,Class 12 and Intermediate,3,0,Japan,9,9999
3486,1290,1,1,Male,45,Son/Daughter,Class 2,2,60,Kavrepalanchok,F,5221
3487,1290,1,2,Female,40,Daughter-in-law,Literate (Levelless),2,60,Kavrepalanchok,F,5221
3488,1290,1,3,Male,16,Grand son/daughter,Class 7,5,60,Kavrepalanchok,9,9999
3489,1290,16,1,Male,33,Son/Daughter,Class 4,1,10,Qatar,9,9999
3490,1290,16,2,Male,28,Son/Daughter,Class 10,1,10,United Arab Emirates,9,9999
3491,1290,16,3,Male,23,Son/Daughter,SLC and equiv.,1,36,Malaysia,9,9999
3492,1290,10,1,Male,37,Spouse,Class 5,1,108,Malaysia,9,9999
3493,1290,18,1,Male,9,Grand son/daughter,Class 3,3,1,Kathmandu,,NA
3494,1291,2,1,Male,24,Son/Daughter,Class 12 and Intermediate,3,24,Japan,9,9999
3495,1291,2,2,Female,26,Daughter-in-law,Bachelor Level and equiv.,7,6,Kathmandu,9,9999
3496,1291,3,1,Male,22,Son/Daughter,Class 6,1,1,Kavrepalanchok,I,8331
3497,1291,13,1,Male,16,Son/Daughter,Class 5,1,1,Kavrepalanchok,I,8331
3498,1291,12,1,Male,42,Spouse,Class 8,1,24,Qatar,0,0
3499,1291,15,1,Male,26,Spouse,Class 5,1,1,Kavrepalanchok,I,8331
3500,1291,20,1,Male,27,Son/Daughter,Class 6,1,12,Kathmandu,F,5120
3501,1291,20,2,Male,24,Son/Daughter,Class 6,1,48,Malaysia,F,5120
3502,1291,8,1,Male,32,Spouse,Class 6,1,11,Saudi Arabia,I,8332
3503,1291,11,1,Male,32,Spouse,Class 12 and Intermediate,1,60,"Korea, Republic of",I,8143
3504,1292,8,1,Male,22,Son/Daughter,Bachelor Level and equiv.,1,6,Chitawan,E,4211
3505,1292,13,1,Female,32,Daughter-in-law,Class 4,4,6,Kathmandu,J,9111
3506,1292,9,1,Female,17,Son/Daughter,SLC and equiv.,1,7,Kathmandu,H,7512
3507,1292,20,1,Male,37,Brother/sister,Class 3,1,12,Malaysia,I,8332
3508,1292,17,1,Male,31,Son/Daughter,Class 6,1,12,Kathmandu,F,5120
3509,1293,12,1,Male,21,Son/Daughter,SLC and equiv.,1,12,Kuwait,0,0
3510,1293,12,2,Male,20,Son/Daughter,Class 10,1,3,Saudi Arabia,J,9313
3511,1293,9,1,Male,26,Spouse,Class 5,1,7,Kathmandu,F,5120
3512,1293,17,1,Male,19,Son/Daughter,Class 8,1,1,Malaysia,0,0
3513,1293,2,1,Male,40,Spouse,Class 2,1,18,Kathmandu,F,5221
3514,1293,2,2,Male,20,Son/Daughter,SLC and equiv.,3,24,Kathmandu,9,9999
3515,1293,2,3,Male,17,Son/Daughter,SLC and equiv.,3,2,Kathmandu,9,9999
3516,1293,2,4,Male,14,Son/Daughter,Class 7,3,36,Kathmandu,9,9999
3517,1293,19,1,Female,8,Grand son/daughter,Class 3,3,36,Kavrepalanchok,9,9999
3518,1293,6,1,Male,21,Son/Daughter,Class 6,1,48,Kathmandu,J,9313
3519,1294,3,1,Female,36,Spouse,Literate (Levelless),7,1,Kathmandu,9,9999
3520,1294,3,2,Female,16,Son/Daughter,Class 8,3,1,Kathmandu,9,9999
3521,1294,3,3,Male,11,Son/Daughter,Class 5,3,1,Kathmandu,9,9999
3522,1294,9,1,Male,34,Spouse,SLC and equiv.,1,16,Malaysia,J,9321
3523,1294,7,1,Male,24,Son/Daughter,SLC and equiv.,1,1,Kathmandu,F,5221
3524,1294,7,2,Male,22,Son/Daughter,SLC and equiv.,1,12,Malaysia,H,7131
3525,1294,7,3,Female,18,Son/Daughter,Class 9,3,12,Kathmandu,9,9999
3526,1294,6,1,Male,24,Son/Daughter,Class 6,1,48,Malaysia,0,0
3527,1294,6,2,Male,20,Son/Daughter,SLC and equiv.,1,48,Malaysia,0,0
3528,1294,13,1,Female,17,Son/Daughter,Class 10,3,2,Lalitpur,9,9999
3529,1294,8,1,Male,65,Father / mother,Illiterate,7,12,Kathmandu,9,9999
3530,1294,8,2,Female,25,Brother/sister,Master Level and above,3,12,Kathmandu,9,9999
3531,1294,16,1,Female,19,Son/Daughter,Class 12 and Intermediate,3,12,Kathmandu,9,9999
3532,1294,17,1,Female,20,Son/Daughter,Class 12 and Intermediate,1,1,Kathmandu,I,8183
3533,1294,17,2,Female,16,Son/Daughter,SLC and equiv.,3,1,Kathmandu,9,9999
3534,1294,14,1,Male,18,Son/Daughter,Class 8,3,12,Kathmandu,9,9999
3535,1294,19,1,Male,22,Son/Daughter,Class 3,1,36,Malaysia,9,9999
3536,1295,20,1,Male,28,Son/Daughter,SLC and equiv.,4,24,Qatar,F,5223
3537,1295,20,2,Male,20,Son/Daughter,Class 12 and Intermediate,4,24,Qatar,J,9333
3538,1295,2,1,Male,20,Son/Daughter,Class 12 and Intermediate,4,9,Qatar,J,9112
3539,1295,9,1,Male,35,Spouse,Bachelor Level and equiv.,1,48,United Arab Emirates,F,5223
3540,1295,16,1,Female,20,Son/Daughter,Class 12 and Intermediate,1,24,United Arab Emirates,E,4225
3541,1295,4,1,Male,28,Spouse,Class 12 and Intermediate,1,36,Saudi Arabia,F,5245
3542,1295,3,1,Male,29,Spouse,Class 10,1,24,United Arab Emirates,F,5120
3543,1296,12,1,Male,19,Son/Daughter,Class 12 and Intermediate,3,60,United States of America,C,2512
3544,1296,10,1,Male,18,Son/Daughter,Class 12 and Intermediate,3,24,Australia,9,9999
3545,1296,16,1,Female,23,Son/Daughter,Bachelor Level and equiv.,3,36,Australia,0,0
3546,1296,6,1,Male,32,Spouse,SLC and equiv.,1,36,China,F,5414
3547,1297,19,1,Male,22,Son/Daughter,Class 12 and Intermediate,1,120,Australia,0,0
3548,1297,14,1,Male,25,Spouse,SLC and equiv.,1,12,"Korea, Republic of",I,8322
3549,1298,7,1,Female,23,Son/Daughter,Class 12 and Intermediate,3,6,Australia,9,9999
3550,1298,15,1,Male,26,Son/Daughter,Bachelor Level and equiv.,3,96,Netherlands,9,9999
3551,1298,15,2,Female,27,Daughter-in-law,Bachelor Level and equiv.,4,9,Netherlands,0,0
3552,1298,19,1,Male,34,Brother/sister,Bachelor Level and equiv.,1,83,Japan,E,0
3553,1298,19,2,Male,26,Brother/sister,Class 12 and Intermediate,1,51,Japan,0,0
3554,1298,3,1,Male,21,Son/Daughter,Class 12 and Intermediate,3,98,United States of America,9,9999
3555,1298,10,1,Female,26,Son/Daughter,Bachelor Level and equiv.,3,7,Kathmandu,0,0
3556,1298,16,1,Male,18,Son/Daughter,Class 12 and Intermediate,3,24,Bangladesh,0,0
3557,1298,6,1,Male,23,Son/Daughter,Bachelor Level and equiv.,3,2,Japan,0,0
3558,1299,5,1,Male,30,Son/Daughter,Master Level and above,3,11,China,9,9999
3559,1299,20,1,Male,44,Brother/sister,Professional degree,1,216,Japan,C,2310
3560,1299,20,2,Male,40,Brother/sister,Bachelor Level and equiv.,1,204,Australia,B,1345
3561,1299,14,1,Male,34,Son/Daughter,Master Level and above,1,206,United Kingdom,0,0
3562,1299,14,2,Female,32,Daughter-in-law,Bachelor Level and equiv.,5,180,United Kingdom,0,0
3563,1299,14,3,Female,10,Grand son/daughter,Class 4,5,160,United Kingdom,0,0
3564,1299,14,4,Female,96,Grand son/daughter,Class 3,5,160,United Kingdom,9,9999
3565,1299,14,5,Male,40,Son/Daughter,Master Level and above,1,120,Israel,B,1114
3566,1299,14,6,Female,45,Daughter-in-law,Bachelor Level and equiv.,5,72,Israel,9,9999
3567,1299,14,7,Male,15,Grand son/daughter,Class 9,5,72,Israel,9,9999
3568,1299,14,8,Male,8,Grand son/daughter,Class 3,5,72,Israel,9,9999
3569,1300,3,1,Male,25,Son/Daughter,Bachelor Level and equiv.,3,96,Australia,C,2310
3570,1300,8,1,Male,10,Son/Daughter,Class 5,3,12,Kathmandu,0,0
3571,1301,8,1,Male,30,Spouse,Class 12 and Intermediate,1,24,Portugal,J,9212
3572,1301,4,1,Male,22,Son/Daughter,SLC and equiv.,1,72,China,F,5221
3573,1301,6,1,Female,20,Other relatives,Class 12 and Intermediate,1,60,United Kingdom,D,3221
3574,1301,11,1,Male,33,Spouse,SLC and equiv.,1,12,United Arab Emirates,F,5120
3575,1301,5,1,Male,28,Son/Daughter,Class 12 and Intermediate,1,6,United Arab Emirates,F,5153
3576,1301,7,1,Male,33,Spouse,Class 12 and Intermediate,1,12,United Arab Emirates,0,0
3577,1302,17,1,Male,21,Son/Daughter,Bachelor Level and equiv.,2,7,Lalitpur,G,6122
3578,1302,16,1,Male,27,Son/Daughter,SLC and equiv.,1,36,United Kingdom,A,310
3579,1302,16,2,Female,28,Daughter-in-law,Class 10,1,36,United Kingdom,0,0
3580,1302,14,1,Male,51,Spouse,Bachelor Level and equiv.,1,4,Sindhuli,D,3143
3581,1302,14,2,Female,24,Son/Daughter,Bachelor Level and equiv.,1,36,Australia,D,3221
3582,1302,19,1,Male,26,Son/Daughter,Class 8,1,32,Qatar,F,5414
3583,1302,11,1,Male,20,Grand son/daughter,Class 12 and Intermediate,3,18,Australia,0,0
3584,1302,15,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,27,Australia,9,9999
3585,1302,15,2,Female,22,Son/Daughter,Bachelor Level and equiv.,3,18,Australia,9,9999
3586,1302,3,1,Male,28,Son/Daughter,Bachelor Level and equiv.,3,60,Australia,0,0
3587,1302,3,2,Female,30,Son/Daughter,Class 12 and Intermediate,1,72,Hong Kong,0,0
3588,1302,6,1,Male,39,Spouse,SLC and equiv.,1,72,Afghanistan,F,5414
3589,1303,10,1,Male,39,Spouse,Class 12 and Intermediate,1,18,"Korea, Republic of",J,9329
3590,1303,6,1,Male,28,Spouse,Class 10,1,16,United Arab Emirates,0,0
3591,1303,14,1,Male,32,Spouse,Class 12 and Intermediate,1,4,"Korea, Republic of",F,5151
3592,1304,10,1,Female,19,Grand son/daughter,Class 12 and Intermediate,4,36,Australia,0,0
3593,1304,7,1,Male,18,Son/Daughter,Class 12 and Intermediate,3,120,United States of America,C,2151
3594,1304,7,2,Male,23,Son/Daughter,Bachelor Level and equiv.,3,40,United States of America,C,2142
3595,1304,20,1,Female,23,Son/Daughter,Class 12 and Intermediate,3,3,Ilam,0,0
3596,1305,17,1,Male,49,Spouse,Class 3,1,12,Saudi Arabia,J,9333
3597,1305,5,1,Male,29,Spouse,SLC and equiv.,1,2,Saudi Arabia,0,0
3598,1305,5,2,Male,51,Father-in-law / mother-in-law,Illiterate,7,72,Sindhuli,J,9211
3599,1305,5,3,Female,49,Father-in-law / mother-in-law,Illiterate,7,72,Sindhuli,9,9999
3600,1305,13,1,Male,22,Son/Daughter,Class 12 and Intermediate,4,24,Ireland,9,9999
3601,1306,14,1,Male,30,Son/Daughter,Class 7,1,12,United Arab Emirates,D,3151
3602,1306,14,2,Female,23,Daughter-in-law,Class 12 and Intermediate,1,10,Japan,J,9321
3603,1306,7,1,Male,45,Spouse,Master Level and above,1,48,Japan,B,1411
3604,1306,16,1,Female,21,Son/Daughter,Class 12 and Intermediate,1,36,Malaysia,F,5151
3605,1307,14,1,Male,18,Son/Daughter,Class 7,3,24,Kathmandu,9,9999
3606,1307,14,2,Male,19,Son/Daughter,Class 6,4,3,Kathmandu,H,7316
3607,1307,18,1,Female,23,Son/Daughter,Bachelor Level and equiv.,1,30,United Arab Emirates,F,5249
3608,1307,18,2,Female,18,Son/Daughter,Class 12 and Intermediate,1,1,Sunsari,F,5412
3609,1307,10,1,Female,24,Daughter-in-law,SLC and equiv.,4,22,United Arab Emirates,J,9111
3610,1308,7,1,Male,34,Spouse,Class 5,1,24,Qatar,0,0
3611,1309,6,1,Male,24,Son/Daughter,Class 12 and Intermediate,3,48,France,F,5120
3612,1309,6,2,Male,21,Son/Daughter,Bachelor Level and equiv.,3,60,United Kingdom,9,9999
3613,1309,2,1,Male,18,Son/Daughter,Class 12 and Intermediate,1,48,Qatar,I,8322
3614,1309,10,1,Male,32,Spouse,SLC and equiv.,1,48,Malaysia,0,0
3615,1309,5,1,Male,24,Son/Daughter,Bachelor Level and equiv.,3,24,Australia,9,9999
3616,1309,5,2,Male,22,Son/Daughter,Class 12 and Intermediate,3,24,Australia,9,9999
3617,1309,5,3,Female,19,Son/Daughter,Class 12 and Intermediate,3,12,Australia,9,9999
3618,1309,9,1,Male,36,Spouse,SLC and equiv.,1,24,Malaysia,F,5414
3619,1309,7,1,Male,52,Father / mother,Master Level and above,1,9,Kailali,B,1112
3620,1310,12,1,Male,22,Spouse,Class 8,1,96,Kuwait,I,8332
3621,1310,6,1,Male,35,Spouse,SLC and equiv.,1,11,Qatar,F,5414
3622,1310,7,1,Male,25,Spouse,Class 12 and Intermediate,1,62,United Arab Emirates,F,5120
3623,1310,1,1,Male,28,Spouse,Master Level and above,1,24,United Arab Emirates,J,9621
3624,1310,8,1,Female,20,Son/Daughter,Class 12 and Intermediate,3,4,France,9,9999
3625,1310,16,1,Male,34,Spouse,Class 8,1,156,Dolakha,A,310
3626,1310,17,1,Male,40,Father / mother,Class 4,1,60,Malaysia,J,9321
3627,1311,2,1,Male,35,Spouse,SLC and equiv.,1,12,Saudi Arabia,0,0
3628,1311,15,1,Female,21,Son/Daughter,Class 12 and Intermediate,3,24,Australia,J,9321
3629,1311,19,1,Female,19,Son/Daughter,Class 12 and Intermediate,3,1,Bahrain,9,9999
3630,1312,7,1,Male,19,Son/Daughter,Class 9,1,12,Qatar,F,5414
3631,1312,5,1,Male,30,Spouse,SLC and equiv.,1,24,United Arab Emirates,F,5414
3632,1312,6,1,Male,19,Son/Daughter,Class 12 and Intermediate,3,22,Germany,H,7322
3633,1312,6,2,Male,19,Son/Daughter,Class 12 and Intermediate,3,60,Australia,E,4131
3634,1312,6,3,Female,18,Daughter-in-law,Class 12 and Intermediate,3,60,Australia,F,5321
3635,1312,15,1,Male,25,Brother/sister,Class 12 and Intermediate,1,5,Qatar,F,5223
3636,1313,6,1,Male,23,Son/Daughter,Bachelor Level and equiv.,3,3,Germany,9,9999
3637,1313,15,1,Male,41,Spouse,Bachelor Level and equiv.,1,24,Ramechhap,C,2330
3638,1313,12,1,Male,27,Son/Daughter,Master Level and above,3,24,Chile,9,9999
3639,1313,12,2,Male,34,Son/Daughter,Master Level and above,1,0,Sindhupalchok,C,2330
3640,1313,4,1,Male,45,Son/Daughter,Master Level and above,1,7,United States of America,E,4311
3641,1313,4,2,Female,41,Daughter-in-law,Bachelor Level and equiv.,1,8,United States of America,E,4311
3642,1313,4,3,Male,14,Grand son/daughter,Class 8,3,8,United States of America,9,9999
3643,1313,4,4,Male,12,Grand son/daughter,Class 7,3,8,United States of America,9,9999
3644,1313,10,1,Male,54,Father / mother,Bachelor Level and equiv.,1,0,Dhanusa,C,2330
3645,1313,10,2,Female,45,Father / mother,Class 12 and Intermediate,1,2,Dhanusa,C,2330
3646,1313,10,3,Female,74,Other relatives,Illiterate,5,0,Dhanusa,9,9999
3647,1314,12,1,Male,22,Spouse,Class 5,1,24,Rupandehi,A,310
3648,1314,4,1,Female,23,Son/Daughter,Class 12 and Intermediate,3,24,Japan,9,9999
3649,1314,4,2,Male,21,Son/Daughter,Class 12 and Intermediate,3,24,Bangladesh,9,9999
3650,1314,20,1,Male,43,Son/Daughter,Class 3,1,120,Kathmandu,J,9112
3651,1314,14,1,Male,22,Other relatives,Class 12 and Intermediate,1,12,Saudi Arabia,F,5131
3652,1314,3,1,Male,24,Spouse,SLC and equiv.,1,12,Malaysia,J,9321
3653,1314,6,1,Male,32,Spouse,Class 9,1,12,Saudi Arabia,I,8332
3654,1315,7,1,Male,16,Son/Daughter,SLC and equiv.,3,14,Kathmandu,9,9999
3655,1315,12,1,Male,48,Spouse,Class 8,1,132,Kuwait,F,5414
3656,1315,20,1,Male,33,Other relatives,Class 8,1,36,"Korea, Republic of",0,0
3657,1315,20,2,Male,30,Other relatives,Class 12 and Intermediate,1,18,"Korea, Republic of",J,9321
3658,1315,20,3,Female,24,Son/Daughter,Class 12 and Intermediate,1,60,"Korea, Republic of",J,9211
3659,1315,20,4,Male,22,Other relatives,Class 12 and Intermediate,3,36,Australia,J,0
3660,1315,5,1,Male,44,Spouse,SLC and equiv.,1,10,United States of America,F,5222
3661,1315,11,1,Male,32,Spouse,Class 4,4,12,Saudi Arabia,I,8219
3662,1316,3,1,Male,27,Spouse,Class 8,1,12,Saudi Arabia,I,8331
3663,1316,11,1,Male,56,Spouse,Class 12 and Intermediate,1,3,South Africa,F,5222
3664,1316,16,1,Male,37,Son/Daughter,Master Level and above,1,1,Sunsari,A,110
3665,1316,16,2,Male,23,Son/Daughter,Bachelor Level and equiv.,3,84,United States of America,I,8322
3666,1316,16,3,Female,25,Son/Daughter,Bachelor Level and equiv.,3,84,United States of America,C,2221
3667,1316,16,4,Male,28,Son/Daughter,Master Level and above,1,2,Terhathum,C,2211
3668,1316,10,1,Female,24,Son/Daughter,Bachelor Level and equiv.,3,18,Australia,9,9999
3669,1317,16,1,Male,48,Spouse,Class 9,1,96,Dhankuta,H,7313
3670,1317,7,1,Male,34,Spouse,SLC and equiv.,1,2,United Arab Emirates,F,5414
3671,1317,6,1,Female,17,Son/Daughter,Class 12 and Intermediate,3,60,United Kingdom,9,9999
3672,1317,20,1,Male,54,Spouse,Class 10,1,3,United Arab Emirates,D,3123
3673,1317,5,1,Male,7,Son/Daughter,Illiterate,7,60,Dolakha,9,9999
3674,1317,10,1,Male,27,Son/Daughter,Class 10,1,48,Israel,F,5322
3675,1317,10,2,Female,13,Grand son/daughter,Class 9,3,24,Kathmandu,9,9999
3676,1318,8,1,Male,10,Son/Daughter,Class 4,3,12,Kathmandu,9,9999
3677,1318,12,1,Male,24,Son/Daughter,SLC and equiv.,1,48,Malaysia,I,8212
3678,1318,12,2,Male,23,Son/Daughter,SLC and equiv.,1,30,"Korea, Republic of",J,9313
3679,1318,19,1,Female,22,Other relatives,Bachelor Level and equiv.,3,15,Australia,9,9999
3680,1318,19,2,Female,20,Other relatives,Class 12 and Intermediate,3,10,United States of America,9,9999
3681,1318,19,3,Female,18,Son/Daughter,Class 12 and Intermediate,3,9,Australia,9,9999
3682,1318,19,4,Male,37,Spouse,Class 10,1,24,"Korea, Republic of",0,0
3683,1318,15,1,Male,28,Son/Daughter,Class 12 and Intermediate,7,5,Kathmandu,9,9999
3684,1318,15,2,Female,26,Son/Daughter,Bachelor Level and equiv.,3,2,Australia,9,9999
3685,1318,14,1,Female,27,Son/Daughter,Class 12 and Intermediate,3,36,United Arab Emirates,F,5222
3686,1319,12,1,Male,36,Spouse,Class 6,1,12,Malaysia,0,0
3687,1319,18,1,Male,46,Father / mother,Class 5,1,4,United Arab Emirates,0,0
3688,1319,4,1,Male,45,Spouse,Class 4,1,3,India,H,7131
3689,1319,4,2,Female,24,Son/Daughter,Class 12 and Intermediate,1,3,United Arab Emirates,0,0
3690,1319,4,3,Female,22,Son/Daughter,Class 12 and Intermediate,1,0,United Arab Emirates,F,5120
3691,1319,16,1,Male,70,Spouse,Literate (Levelless),1,4,India,D,3123
3692,1319,8,1,Female,24,Son/Daughter,Class 12 and Intermediate,1,24,Portugal,F,5131
3693,1319,2,1,Male,35,Spouse,Illiterate,1,32,Oman,J,9112
3694,1319,7,1,Female,22,Son/Daughter,Class 12 and Intermediate,1,24,Japan,0,0
3695,1319,7,2,Male,23,Son/Daughter,Class 12 and Intermediate,3,96,United States of America,9,9999
3696,1319,15,1,Male,35,Son/Daughter,SLC and equiv.,1,12,United States of America,0,0
3697,1319,15,2,Female,32,Son/Daughter,Class 12 and Intermediate,3,6,United States of America,0,0
3698,1319,5,1,Male,33,Spouse,Class 4,1,15,Saudi Arabia,I,8331
3699,1319,5,2,Female,11,Son/Daughter,Class 5,3,24,Kathmandu,9,9999
3700,1320,10,1,Female,28,Father / mother,SLC and equiv.,4,48,United Arab Emirates,J,9129
3701,1320,6,1,Female,55,Other relatives,Illiterate,7,3,Australia,9,9999
3702,1320,2,1,Female,38,Spouse,Class 5,4,7,Malaysia,J,9321
3703,1320,2,2,Male,19,Son/Daughter,Class 12 and Intermediate,4,1,Malaysia,J,9321
3704,1320,15,1,Male,35,Spouse,SLC and equiv.,1,3,Udayapur,F,5412
3705,1320,14,1,Female,48,Spouse,Literate (Levelless),1,11,Kuwait,J,9111
3706,1320,16,1,Male,60,Father / mother,Class 9,1,3,Australia,0,0
3707,1320,3,1,Male,33,Son/Daughter,Bachelor Level and equiv.,3,18,Australia,0,0
3708,1320,3,2,Female,30,Daughter-in-law,Bachelor Level and equiv.,3,18,Australia,0,0
3709,1321,13,1,Male,37,Spouse,Class 5,1,5,Qatar,J,9313
3710,1321,10,1,Male,19,Son/Daughter,Class 12 and Intermediate,3,5,United States of America,9,9999
3711,1321,6,1,Male,39,Spouse,Class 12 and Intermediate,1,2,Malaysia,F,5414
3712,1321,11,1,Male,28,Son/Daughter,Class 8,1,12,Qatar,F,5414
3713,1321,12,1,Male,30,Son/Daughter,Master Level and above,1,5,United States of America,C,2434
3714,1321,8,1,Male,49,Spouse,SLC and equiv.,2,6,India,D,3322
3715,1321,9,1,Male,23,Son/Daughter,Class 12 and Intermediate,1,7,Singapore,J,9333
3716,1322,7,1,Male,21,Son/Daughter,Class 12 and Intermediate,3,1,Japan,9,9999
3717,1322,5,1,Female,32,Spouse,SLC and equiv.,1,36,Portugal,J,9111
3718,1322,3,1,Male,41,Brother/sister,Bachelor Level and equiv.,1,111,United States of America,0,0
3719,1323,20,1,Male,20,Son/Daughter,Class 12 and Intermediate,3,3,Australia,0,0
3720,1323,9,1,Female,32,Spouse,SLC and equiv.,1,30,Saudi Arabia,F,5131
3721,1323,1,1,Male,34,Spouse,Class 12 and Intermediate,1,11,Sweden,F,5120
3722,1324,19,1,Male,52,Father / mother,SLC and equiv.,1,19,Macao,F,5414
3723,1324,16,1,Female,17,Son/Daughter,Class 8,4,10,Malaysia,J,9321
3724,1324,18,1,Male,48,Spouse,Master Level and above,1,48,Chitawan,C,2413
3725,1324,7,1,Male,33,Spouse,SLC and equiv.,4,48,China,J,9629
3726,1324,17,1,Male,39,Brother/sister,Master Level and above,3,72,United States of America,C,2151
3727,1324,1,1,Male,27,Other relatives,Master Level and above,1,2,Dhading,C,2114
3728,1325,3,1,Male,35,Son/Daughter,Master Level and above,1,8,United States of America,E,4110
3729,1325,4,1,Male,31,Spouse,SLC and equiv.,1,2,Nuwakot,A,310
3730,1325,14,1,Male,32,Son/Daughter,Bachelor Level and equiv.,4,12,United States of America,F,5245
3731,1325,8,1,Male,54,Spouse,Class 12 and Intermediate,1,42,Lamjung,D,3343
3732,1326,19,1,Male,29,Son/Daughter,Bachelor Level and equiv.,4,9,United States of America,C,2152
3733,1326,1,1,Male,51,Father / mother,Bachelor Level and equiv.,1,7,Banke,C,2330
3734,1326,1,2,Female,44,Father / mother,Class 5,5,7,Banke,9,9999
3735,1326,2,1,Male,36,Son/Daughter,Master Level and above,4,15,Australia,I,8154
3736,1326,2,2,Female,35,Daughter-in-law,Master Level and above,3,15,Australia,9,9999
3737,1326,16,1,Female,30,Son/Daughter,Bachelor Level and equiv.,4,15,Portugal,F,5120
3738,1326,16,2,Female,29,Son/Daughter,Class 12 and Intermediate,4,10,Jordan,J,9112
3739,1327,1,1,Male,22,Spouse,SLC and equiv.,1,7,Lalitpur,F,5412
3740,1327,18,1,Male,50,Spouse,SLC and equiv.,1,12,Japan,F,5131
3741,1328,13,1,Female,26,Son/Daughter,Bachelor Level and equiv.,3,48,Switzerland,9,9999
3742,1328,18,1,Male,19,Spouse,Class 8,1,168,Kathmandu,A,310
3743,1328,19,1,Male,40,Spouse,Bachelor Level and equiv.,1,36,Rasuwa,B,1323
3744,1328,16,1,Male,33,Spouse,Class 12 and Intermediate,1,84,Sunsari,H,7411
3745,1328,11,1,Male,32,Son/Daughter,Class 12 and Intermediate,1,8,United Arab Emirates,F,5242
3746,1328,15,1,Female,65,Father / mother,Illiterate,7,12,Sindhupalchok,G,6310
3747,1328,17,1,Male,32,Spouse,SLC and equiv.,1,24,Saudi Arabia,F,5131
3748,1329,17,1,Female,16,Son/Daughter,SLC and equiv.,3,1,Kathmandu,9,9999
3749,1330,5,1,Male,26,Son/Daughter,Bachelor Level and equiv.,3,18,United States of America,9,9999
3750,1330,5,2,Male,22,Son/Daughter,Bachelor Level and equiv.,3,48,United States of America,9,9999
3751,1330,6,1,Female,23,Son/Daughter,Class 12 and Intermediate,1,13,Malaysia,F,5322
3752,1330,7,1,Male,29,Son/Daughter,Bachelor Level and equiv.,1,12,Japan,D,3131
3753,1331,15,1,Male,19,Son/Daughter,SLC and equiv.,1,14,Qatar,H,7411
3754,1331,6,1,Male,48,Spouse,Class 9,1,3,Kavrepalanchok,A,310
3755,1332,6,1,Male,47,Spouse,Class 9,1,10,United Arab Emirates,F,5223
3756,1332,6,2,Male,23,Son/Daughter,Bachelor Level and equiv.,3,36,India,9,9999
3757,1332,15,1,Male,40,Spouse,Class 12 and Intermediate,1,7,Austria,0,0
3758,1333,14,1,Female,23,Son/Daughter,Bachelor Level and equiv.,4,42,Qatar,0,0
3759,1333,13,1,Male,21,Son/Daughter,Class 12 and Intermediate,7,21,United States of America,J,9122
3760,1335,3,1,Male,30,Spouse,Class 12 and Intermediate,1,2,Ramechhap,I,8332
